ID_participante;Gender;Age;Income;Goal;Career;Decision;Attractiveness;Sincerity;Intelligence;Fun;Ambition;Shared Interests;Like;Probability of interest;Met Before
1488;Male;32;NA;1;Research Scientist;Match;8;6;6;7;4;3;7;4;2
1489;Male;32;NA;1;Research Scientist;Not Match;5;5;6;6;7;5;5;6;2
1490;Male;32;NA;1;Research Scientist;Not Match;3;7;7;1;3;2;3;5;2
1491;Male;32;NA;1;Research Scientist;Not Match;3;7;7;2;2;2;4;5;2
1492;Male;32;NA;1;Research Scientist;Match;7;7;8;8;10;7;8;7;2
1493;Male;32;NA;1;Research Scientist;Match;7;8;8;6;8;7;7;7;2
1494;Male;32;NA;1;Research Scientist;Match;7;7;7;6;6;5;6;6;2
1495;Male;26;55550;2;business;Not Match;6;8;9;7;7;7;7;5;2
1496;Male;26;55550;2;business;Not Match;6;7;7;7;7;5;6;4;2
1497;Male;26;55550;2;business;Not Match;6;7;6;6;6;6;6;4;2
1498;Male;26;55550;2;business;Not Match;5;7;8;6;7;6;6;5;2
1499;Male;26;55550;2;business;Not Match;7;8;8;6;7;6;6;5;2
1500;Male;26;55550;2;business;Match;8;8;8;8;8;8;8;7;2
1501;Male;26;55550;2;business;Not Match;6;7;6;6;6;3;5;4;2
1502;Male;26;55550;2;business;Match;8;8;8;8;8;8;7;6;2
1503;Male;26;55550;2;business;Not Match;7;7;9;8;8;7;7;5;2
1504;Male;26;55550;2;business;Not Match;6;7;8;8;7;7;7;5;2
1505;Male;26;55550;2;business;Not Match;6;7;7;7;7;6;7;5;2
1506;Male;26;55550;2;business;Match;8;7;7;7;7;8;8;7;2
1507;Male;26;55550;2;business;Not Match;7;6;7;6;7;6;7;5;2
1508;Male;26;55550;2;business;Match;8;7;8;7;8;5;7;6;2
1509;Male;26;55550;2;business;Not Match;6;7;8;5;5;5;5;3;2
1510;Male;26;55550;2;business;Match;8;8;8;8;8;8;8;6;2
1511;Male;26;55550;2;business;Not Match;6;6;6;6;6;6;6;3;2
1512;Male;26;55550;2;business;Not Match;6;7;7;8;7;6;7;5;2
1513;Male;27;26682;2;research in industry or academia;Not Match;6;8;7;6;6;5;6;5;2
1514;Male;27;26682;2;research in industry or academia;Not Match;6;6;6;6;6;7;7;4;2
1515;Male;27;26682;2;research in industry or academia;Not Match;6;8;6;6;4;4;5;2;2
1516;Male;27;26682;2;research in industry or academia;Match;6;8;7;7;7;4;8;6;2
1517;Male;27;26682;2;research in industry or academia;Not Match;6;9;8;6;7;4;8;5;1
1518;Male;27;26682;2;research in industry or academia;Match;8;6;7;7;7;6;8;4;2
1519;Male;27;26682;2;research in industry or academia;Match;7;8;7;8;6;5;7;7;2
1520;Male;27;26682;2;research in industry or academia;Match;7;6;6;7;7;5;7;5;2
1521;Male;27;26682;2;research in industry or academia;Not Match;6;6;6;6;6;5;6;4;2
1522;Male;27;26682;2;research in industry or academia;Not Match;6;8;6;6;5;5;6;2;2
1523;Male;27;26682;2;research in industry or academia;Match;7;7;7;8;7;6;7;7;2
1524;Male;27;26682;2;research in industry or academia;Not Match;7;6;6;6;6;5;6;4;2
1525;Male;27;26682;2;research in industry or academia;Not Match;6;6;6;6;6;5;6;3;2
1526;Male;27;26682;2;research in industry or academia;Match;7;7;7;6;7;6;7;7;2
1527;Male;27;26682;2;research in industry or academia;Not Match;10;10;10;10;10;10;10;1;1
1528;Male;27;26682;2;research in industry or academia;Not Match;8;7;7;6;8;6;7;5;2
1529;Male;27;26682;2;research in industry or academia;Match;9;8;6;6;6;6;7;5;2
1530;Male;27;26682;2;research in industry or academia;Match;7;8;6;8;6;6;7;5;2
1531;Male;25;41547;2;Law;Match;7;7;8;9;8;7;7;4;2
1532;Male;25;41547;2;Law;Match;8;7;8;8;7;7;7;3;2
1533;Male;25;41547;2;Law;Not Match;5;8;8;6;4;6;5;2;2
1534;Male;25;41547;2;Law;Not Match;5;9;8;9;5;6;5;2;2
1535;Male;25;41547;2;Law;Match;6;9;9;6;5;7;5;1;2
1536;Male;25;41547;2;Law;Match;8;7;9;8;10;5;7;1;2
1537;Male;25;41547;2;Law;Match;8;7;7;6;7;6;7;4;2
1538;Male;25;41547;2;Law;Match;8;9;8;7;5;8;6;3;2
1539;Male;25;41547;2;Law;Match;7;9;9;8;7;9;6;4;2
1540;Male;25;41547;2;Law;Match;7;7;8;7;6;7;6;4;2
1541;Male;25;41547;2;Law;Match;8;8;8;8;7;6;7;5;2
1542;Male;25;41547;2;Law;Match;8;7;7;6;7;5;7;1;2
1543;Male;25;41547;2;Law;Match;7;8;8;8;7;7;7;5;2
1544;Male;25;41547;2;Law;Match;7;8;9;6;8;5;7;5;2
1545;Male;25;41547;2;Law;Not Match;6;7;7;5;6;5;6;3;2
1546;Male;25;41547;2;Law;Match;8;8;10;9;7;7;8;10;1
1547;Male;25;41547;2;Law;Match;8;7;8;7;6;6;7;3;2
1548;Male;25;41547;2;Law;Match;8;7;8;7;6;5;7;4;2
1549;Male;22;23361;5;Law;Not Match;8;3;7;8;4;NA;3;2;2
1550;Male;22;23361;5;Law;Match;7;5;7;6;4;NA;8;5;2
1551;Male;22;23361;5;Law;Match;10;10;10;8;8;NA;8;2;2
1552;Male;22;23361;5;Law;Match;8;10;10;6;9;8;9;2;2
1553;Male;22;23361;5;Law;Not Match;8;10;7;3;10;4;5;3;2
1554;Male;22;23361;5;Law;Not Match;9;5;6;3;10;9;3;7;2
1555;Male;22;23361;5;Law;Not Match;6;10;5;5;3;NA;6;6;2
1556;Male;22;23361;5;Law;Match;10;10;10;10;10;10;10;7;2
1557;Male;22;23361;5;Law;Match;10;10;10;8;8;8;10;6;2
1558;Male;22;23361;5;Law;Not Match;6;10;6;3;6;NA;4;5;2
1559;Male;22;23361;5;Law;Not Match;8;6;7;8;9;1;7;6;2
1560;Male;22;23361;5;Law;Not Match;7;3;6;8;4;NA;5;2;2
1561;Male;22;23361;5;Law;Match;8;10;8;8;6;5;7;3;2
1562;Male;22;23361;5;Law;Match;8;8;8;8;10;NA;8;5;2
1563;Male;22;23361;5;Law;Not Match;6;10;8;3;NA;4;7;7;2
1564;Male;22;23361;5;Law;Match;10;10;10;10;10;10;10;6;2
1565;Male;22;23361;5;Law;Not Match;6;10;4;4;6;NA;2;1;2
1566;Male;22;23361;5;Law;Match;9;10;10;8;8;8;10;6;2
1567;Male;21;74893;1;Teacher/Professor;Match;9;9;9;9;9;9;9;9;2
1568;Male;21;74893;1;Teacher/Professor;Match;6;8;8;8;9;7;6.5;7;2
1569;Male;21;74893;1;Teacher/Professor;Match;6.5;7;6.5;5;5;5;5.5;5;2
1570;Male;21;74893;1;Teacher/Professor;Match;6;8;9;7;6;5;6;5;2
1571;Male;21;74893;1;Teacher/Professor;Not Match;6;8;8;5.5;6;2;5;6.5;2
1572;Male;21;74893;1;Teacher/Professor;Match;10;9;9;9;9;8;9;7;2
1573;Male;21;74893;1;Teacher/Professor;Match;8;8;8;8;7;7.5;8.5;6.5;2
1574;Male;21;74893;1;Teacher/Professor;Match;9;10;9;8;7;6.5;8;9;2
1575;Male;21;74893;1;Teacher/Professor;Not Match;7;7;8.5;6.5;9;4;5;3;2
1576;Male;21;74893;1;Teacher/Professor;Match;8;8;7;8;6;8;7;6;2
1577;Male;21;74893;1;Teacher/Professor;Match;8;8;8;7;8;8;8;8;2
1578;Male;21;74893;1;Teacher/Professor;Match;9;9;9;9;9;8.5;8;8;2
1579;Male;21;74893;1;Teacher/Professor;Match;9;9;9;9;9;9;8;8;1
1580;Male;21;74893;1;Teacher/Professor;Not Match;8;7;9;6;9;4;7;6;2
1581;Male;21;74893;1;Teacher/Professor;Not Match;7;8;8;6;6;2;4;4;2
1582;Male;21;74893;1;Teacher/Professor;Match;8;9;8;8;8;7;9;9;2
1583;Male;21;74893;1;Teacher/Professor;Match;9;9;9;9;9;8;8;6;2
1584;Male;21;74893;1;Teacher/Professor;Match;7.5;8.5;9;9.5;9.5;9;8;6.5;2
1585;Male;24;NA;1;Engineering;Not Match;7;7;8;7;5;8;6;5;2
1586;Male;24;NA;1;Engineering;Not Match;9;6;7;6;5;3;5;2;2
1587;Male;24;NA;1;Engineering;Not Match;7;7;5;5;4;3;5;3;2
1588;Male;24;NA;1;Engineering;Match;7;8;7;7;4;7;7;5;1
1589;Male;24;NA;1;Engineering;Not Match;6;8;8;7;6;2;6;6;2
1590;Male;24;NA;1;Engineering;Match;8;7;6;7;6;6;7;5;2
1591;Male;24;NA;1;Engineering;Not Match;6;7;6;7;5;4;6;4;2
1592;Male;24;NA;1;Engineering;Not Match;6;7;5;7;6;4;6;5;2
1593;Male;24;NA;1;Engineering;Match;7;8;9;8;8;5;7;5;2
1594;Male;24;NA;1;Engineering;Not Match;7;7;6;5;4;3;5;3;2
1595;Male;24;NA;1;Engineering;Match;8;6;8;7;7;5;8;2;2
1596;Male;24;NA;1;Engineering;Not Match;7;7;6;6;7;3;5;4;2
1597;Male;24;NA;1;Engineering;Match;8;9;7;8;5;4;7;6;2
1598;Male;24;NA;1;Engineering;Not Match;6;5;7;6;6;4;5;3;2
1599;Male;24;NA;1;Engineering;Not Match;6;8;7;6;5;3;5;4;2
1600;Male;24;NA;1;Engineering;Match;8;7;7;9;8;4;7;5;2
1601;Male;24;NA;1;Engineering;Not Match;8;7;6;6;8;2;6;4;2
1602;Male;24;NA;1;Engineering;Match;8;8;7;7;6;4;7;4;2
1603;Male;25;NA;1;film;Match;8;10;8;8;8;7;8;5;2
1604;Male;25;NA;1;film;Match;7;10;8;7;5;4;7;5;2
1605;Male;25;NA;1;film;Match;7;10;8;8;8;3;7;5;2
1606;Male;25;NA;1;film;Match;7;10;7;7;7;5;7;5;2
1607;Male;25;NA;1;film;Match;7;10;7;7;7;5;7;5;2
1608;Male;25;NA;1;film;Match;8;10;8;6;8;5;8;5;2
1609;Male;25;NA;1;film;Match;7;10;8;8;7;5;8;5;2
1610;Male;25;NA;1;film;Match;7;10;8;7;7;5;8;5;2
1611;Male;25;NA;1;film;Match;7;10;8;8;6;7;8;5;2
1612;Male;25;NA;1;film;Match;7;10;8;8;7;4;7;5;2
1613;Male;25;NA;1;film;Match;7;10;8;8;7;8;7;5;2
1614;Male;25;NA;1;film;Match;7;10;8;8;7;8;6;6;2
1615;Male;25;NA;1;film;Not Match;7;10;7;6;6;7;5;5;2
1616;Male;25;NA;1;film;Not Match;8;10;8;6;8;3;5;5;2
1617;Male;25;NA;1;film;Match;7;10;8;6;8;3;5;5;2
1618;Male;25;NA;1;film;Match;10;10;8;7;8;5;7;5;2
1619;Male;25;NA;1;film;Match;9;10;8;6;8;3;8;5;2
1620;Male;25;NA;1;film;Match;7;10;8;7;7;3;8;5;2
1621;Male;28;52804;2;Writer;Match;6;6;8;8;7;3;7;6;2
1622;Male;28;52804;2;Writer;Not Match;6;7;8;6;9;8;5;3;2
1623;Male;28;52804;2;Writer;Not Match;5;5;7;4;6;NA;4;2;2
1624;Male;28;52804;2;Writer;Not Match;5;8;9;8;6;NA;5;2;2
1625;Male;28;52804;2;Writer;Not Match;6;8;8;6;9;NA;5;2;2
1626;Male;28;52804;2;Writer;Not Match;5;5;8;5;10;5;4;2;2
1627;Male;28;52804;2;Writer;Not Match;6;8;9;8;6;7;5;5;2
1628;Male;28;52804;2;Writer;Not Match;7;8;9;8;8;NA;5;3;2
1629;Male;28;52804;2;Writer;Not Match;8;6;7;6;8;NA;5;2;2
1630;Male;28;52804;2;Writer;Match;6;8;8;8;8;NA;6;4;2
1631;Male;28;52804;2;Writer;Match;7;8;9;8;7;8;8;6;2
1632;Male;28;52804;2;Writer;Match;7;8;8;7;9;NA;7;4;2
1633;Male;28;52804;2;Writer;Not Match;6;8;8;7;6;6;6;5;2
1634;Male;28;52804;2;Writer;Not Match;5;7;8;5;9;6;6;6;2
1635;Male;28;52804;2;Writer;Not Match;5;6;8;4;NA;NA;5;6;2
1636;Male;28;52804;2;Writer;Match;8;8;8;7;8;NA;6;4;2
1637;Male;28;52804;2;Writer;Match;9;NA;8;8;7;5;7;6;2
1638;Male;28;52804;2;Writer;Not Match;5;7;8;7;8;8;5;6;2
1639;Male;27;NA;5;consulting;Not Match;3;4;8;8;6;4;5;5;2
1640;Male;27;NA;5;consulting;Not Match;6;7;7;5;6;5;5;5;2
1641;Male;27;NA;5;consulting;Not Match;4;4;5;2;2;3;3;3;2
1642;Male;27;NA;5;consulting;Not Match;3;6;5;5;3;7;5;4;2
1643;Male;27;NA;5;consulting;Not Match;5;5;6;3;5;5;4;4;2
1644;Male;27;NA;5;consulting;Not Match;4;4;7;6;8;3;4;2;2
1645;Male;27;NA;5;consulting;Not Match;5;6;5;5;5;3;5;4;2
1646;Male;27;NA;5;consulting;Not Match;3;7;6;7;5;8;6;4;2
1647;Male;27;NA;5;consulting;Not Match;2;6;6;5;5;3;5;5;2
1648;Male;27;NA;5;consulting;Not Match;3;8;7;6;7;6;6;3;2
1649;Male;27;NA;5;consulting;Not Match;5;6;7;4;7;3;4;3;2
1650;Male;27;NA;5;consulting;Not Match;7;6;7;5;5;4;5;5;2
1651;Male;27;NA;5;consulting;Not Match;6;6;7;5;5;4;4;3;2
1652;Male;27;NA;5;consulting;Not Match;7;7;6;6;8;7;7;3;2
1653;Male;27;NA;5;consulting;Not Match;3;8;5;4;5;7;6;5;2
1654;Male;27;NA;5;consulting;Not Match;8;7;8;5;6;6;7;5;2
1655;Male;27;NA;5;consulting;Not Match;7;6;6;3;4;4;4;4;2
1656;Male;27;NA;5;consulting;Not Match;5;7;7;5;5;5;4;4;2
1657;Female;20;NA;1;Social work;Match;7;7;7;9;7;8;8;8;2
1658;Female;20;NA;1;Social work;Not Match;4;8;7;4;9;3;4;5;2
1659;Female;20;NA;1;Social work;Not Match;5;1;6;2;8;1;1;2;2
1660;Female;20;NA;1;Social work;Match;7;7;8;8;7;8;8;5;2
1661;Female;20;NA;1;Social work;Match;5;7;9;6;8;7;8;5;2
1662;Female;20;NA;1;Social work;Match;10;6;7;8;8;8;8;8;1
1663;Female;20;NA;1;Social work;Match;9;10;8;8;7;9;9;9;2
1664;Female;20;NA;1;Social work;Match;7;7;6;7;6;7;7;7;2
1665;Female;20;NA;1;Social work;Match;8;8;8;8;8;8;7;5;2
1666;Female;20;NA;1;Social work;Not Match;2;7;6;2;5;1;2;5;2
1667;Female;21;53923;1;What a question!;Match;8;10;9;10;5;5;8;1;1
1668;Female;21;53923;1;What a question!;Not Match;5;9;6;5;5;2;4;6;2
1669;Female;21;53923;1;What a question!;Not Match;5;9;8;1;10;1;1;4;2
1670;Female;21;53923;1;What a question!;Match;10;9;10;10;10;7;9;2;1
1671;Female;21;53923;1;What a question!;Match;6;9;8;7;7;6;7;7;2
1672;Female;21;53923;1;What a question!;Match;9;9;8;10;7;8;9;7;2
1673;Female;21;53923;1;What a question!;Match;6;10;9;8;7;4;6;8;2
1674;Female;21;53923;1;What a question!;Not Match;6;9;7;8;7;9;9;8;2
1675;Female;21;53923;1;What a question!;Match;9;9;8;6;5;5;7;7;2
1676;Female;21;53923;1;What a question!;Not Match;4;9;8;3;6;2;3;5;2
1677;Female;20;NA;2;NA;Match;7;6;6;7;4;4;6;6;2
1678;Female;20;NA;2;NA;Match;8;7;6;6;5;4;7;7;2
1679;Female;20;NA;2;NA;Not Match;4;3;4;2;9;3;2;2;2
1680;Female;20;NA;2;NA;Not Match;7;5;5;6;5;3;5;4;1
1681;Female;20;NA;2;NA;Not Match;5;6;5;5;5;7;6;5;2
1682;Female;20;NA;2;NA;Not Match;2;3;2;2;6;2;2;1;2
1683;Female;20;NA;2;NA;Match;8;6;7;8;7;5;8;8;2
1684;Female;20;NA;2;NA;Not Match;5;6;5;4;6;3;5;5;2
1685;Female;20;NA;2;NA;Match;7;8;7;5;6;6;7;6;2
1686;Female;20;NA;2;NA;Not Match;5;6;4;5;3;3;5;6;2
1687;Female;21;27094;1;psychologist;Not Match;10;10;10;10;10;10;10;1;1
1688;Female;21;27094;1;psychologist;Not Match;6;10;10;7;6;5;5;8;2
1689;Female;21;27094;1;psychologist;Not Match;2;10;10;2;10;2;2;6;1
1690;Female;21;27094;1;psychologist;Match;10;10;10;10;10;10;10;10;1
1691;Female;21;27094;1;psychologist;Not Match;6;10;10;8;10;6;8;8;2
1692;Female;21;27094;1;psychologist;Match;8;5;9;9;10;8;7;7;1
1693;Female;21;27094;1;psychologist;Match;9;10;9;8;8;7;8;8;2
1694;Female;21;27094;1;psychologist;Not Match;6;10;8;8;10;5;6;8;2
1695;Female;21;27094;1;psychologist;Not Match;6;9;9;9;9;5;6;8;2
1696;Female;21;27094;1;psychologist;Not Match;NA;NA;NA;NA;NA;NA;NA;NA;NA
1697;Female;21;NA;1;if only i knew;Match;10;10;10;10;10;10;10;10;1
1698;Female;21;NA;1;if only i knew;Match;7;10;8;8;8;6;8;7;2
1699;Female;21;NA;1;if only i knew;Not Match;4;4;8;2;10;0;3;5;2
1700;Female;21;NA;1;if only i knew;Match;10;8;8;9;8;8;10;10;1
1701;Female;21;NA;1;if only i knew;Not Match;6;9;10;7;9;4;7;6;1
1702;Female;21;NA;1;if only i knew;Match;8;6;6;7;5;6;7;6;2
1703;Female;21;NA;1;if only i knew;Not Match;7;8;8;6;6;3;6;3;2
1704;Female;21;NA;1;if only i knew;Match;6;10;6;9;6;4;8;7;2
1705;Female;21;NA;1;if only i knew;Match;10;7;7;7;6;5;8;7;2
1706;Female;21;NA;1;if only i knew;Not Match;4;8;7;3;7;0;5;6;2
1707;Female;21;57213;1;Marketing, Advertising;Match;10;10;10;10;10;10;8;1;1
1708;Female;21;57213;1;Marketing, Advertising;Not Match;7;10;8;7;8;4;7;2;NA
1709;Female;21;57213;1;Marketing, Advertising;Not Match;4;8;7;5;9;3;2;1;NA
1710;Female;21;57213;1;Marketing, Advertising;Match;10;10;10;10;10;10;10;9;1
1711;Female;21;57213;1;Marketing, Advertising;Not Match;6;10;9;7;8;6;7;4;1
1712;Female;21;57213;1;Marketing, Advertising;Not Match;8;6;7;6;8;5;7;2;2
1713;Female;21;57213;1;Marketing, Advertising;Not Match;7;8;6;6;6;6;8;1;2
1714;Female;21;57213;1;Marketing, Advertising;Not Match;7;7;6;7;9;5;4;1;2
1715;Female;21;57213;1;Marketing, Advertising;Not Match;5;10;8;5;8;4;6;1;2
1716;Female;21;57213;1;Marketing, Advertising;Not Match;NA;NA;NA;NA;NA;NA;NA;NA;2
1717;Female;19;NA;1;lawyer/gov.position;Not Match;3;8;5;5;5;NA;5;7;2
1718;Female;19;NA;1;lawyer/gov.position;Match;NA;6;7;8;9;4;5;7;1
1719;Female;19;NA;1;lawyer/gov.position;Not Match;4;9;8;NA;8;NA;4;7;2
1720;Female;19;NA;1;lawyer/gov.position;Match;6;8;8;9;8;6;7;8;NA
1721;Female;19;NA;1;lawyer/gov.position;Not Match;5;4;8;7;6;NA;4;7;NA
1722;Female;19;NA;1;lawyer/gov.position;Match;8;10;9;10;8;7;8;9;2
1723;Female;19;NA;1;lawyer/gov.position;Match;5;7;NA;NA;NA;NA;5;7;2
1724;Female;19;NA;1;lawyer/gov.position;Match;7;9;9;NA;0;6;8;10;2
1725;Female;19;NA;1;lawyer/gov.position;Match;6;9;8;9;7;NA;8;7;2
1726;Female;19;NA;1;lawyer/gov.position;Not Match;2;7;6;2;NA;1;3;7;2
1727;Female;20;42390;5;Writer;Match;7;8;7;8;8;5;6;8;2
1728;Female;20;42390;5;Writer;Not Match;5;8;6;2;2;2;4;6;2
1729;Female;20;42390;5;Writer;Not Match;2;1;4;1;6;0;1;8;2
1730;Female;20;42390;5;Writer;Match;6;8;8;6;8;5;5;7;2
1731;Female;20;42390;5;Writer;Not Match;8;10;8;7;8;6;7;8;2
1732;Female;20;42390;5;Writer;Not Match;9;4;5;2;2;1;2;7;2
1733;Female;20;42390;5;Writer;Match;8;7;8;6;5;2;6;5;2
1734;Female;20;42390;5;Writer;Not Match;5;7;2;2;4;2;4;8;2
1735;Female;20;42390;5;Writer;Match;9;9;9;8;10;2;9;5;2
1736;Female;20;42390;5;Writer;Not Match;7;8;6;5;7;2;5;5;2
1737;Female;21;43636;5;no idea, maybe a professor;Match;8;10;10;7;7;8;9;1;2
1738;Female;21;43636;5;no idea, maybe a professor;Match;9;10;7;5;10;9;9;1;2
1739;Female;21;43636;5;no idea, maybe a professor;Not Match;4;6;7;6;6;1;5;10;2
1740;Female;21;43636;5;no idea, maybe a professor;Match;6;10;10;8;8;4;8;1;2
1741;Female;21;43636;5;no idea, maybe a professor;Match;8;7;10;7;10;9;9;1;2
1742;Female;21;43636;5;no idea, maybe a professor;Not Match;4;4;2;1;1;1;1;1;2
1743;Female;21;43636;5;no idea, maybe a professor;Match;9;10;10;5;7;4;9;1;2
1744;Female;21;43636;5;no idea, maybe a professor;Not Match;7;6;7;8;10;7;7;1;2
1745;Female;21;43636;5;no idea, maybe a professor;Match;6;10;5;2;2;4;7;1;2
1746;Female;21;43636;5;no idea, maybe a professor;Match;7;10;10;8;10;1;9;1;2
1747;Male;22;57887;1;Lawyer;Match;9;9;9;9;9;9;9;7;2
1748;Male;22;57887;1;Lawyer;Not Match;10;10;10;10;10;10;10;1;1
1749;Male;22;57887;1;Lawyer;Not Match;6;10;7;7;7;7;8;4;2
1750;Male;22;57887;1;Lawyer;Not Match;10;10;10;10;10;10;10;1;1
1751;Male;22;57887;1;Lawyer;Match;10;10;10;10;10;10;10;10;1
1752;Male;22;57887;1;Lawyer;Not Match;10;10;10;10;10;10;10;1;1
1753;Male;22;57887;1;Lawyer;Match;9;9;8;7;8;7;8;6;2
1754;Male;22;57887;1;Lawyer;Match;6;7;7;7;7;7;8;9;2
1755;Male;22;57887;1;Lawyer;Not Match;6;9;8;7;6;6;7;7;2
1756;Male;22;57887;1;Lawyer;Not Match;6;10;8;8;8;8;8;4;2
1757;Male;18;30768;2;Cardiologist;Match;9;7;7;6;4;5;8;2;2
1758;Male;18;30768;2;Cardiologist;Not Match;6;5;5;4;4;5;4;2;2
1759;Male;18;30768;2;Cardiologist;Not Match;4;6;6;5;4;5;4;1;2
1760;Male;18;30768;2;Cardiologist;Not Match;4;5;4;4;5;4;4;2;2
1761;Male;18;30768;2;Cardiologist;Not Match;6;5;5;4;4;6;4;2;2
1762;Male;18;30768;2;Cardiologist;Not Match;6;6;5;6;5;6;6;2;2
1763;Male;18;30768;2;Cardiologist;Not Match;6;4;5;6;7;7;5;2;2
1764;Male;18;30768;2;Cardiologist;Not Match;9;6;8;5;7;4;5;8;1
1765;Male;18;30768;2;Cardiologist;Not Match;5;4;5;4;5;4;3;1;2
1766;Male;18;30768;2;Cardiologist;Not Match;4;5;5;4;5;5;4;1;2
1767;Male;22;66699;2;Law or finance;Match;6;7;7;4;4;5;6;6;2
1768;Male;22;66699;2;Law or finance;Match;7;6;7;5;5;8;8;8;2
1769;Male;22;66699;2;Law or finance;Match;5;6;8;7;7;7;7;2;1
1770;Male;22;66699;2;Law or finance;Match;6;2;4;4;4;6;6;6;1
1771;Male;22;66699;2;Law or finance;Match;5;4;3;2;5;4;7;7;2
1772;Male;22;66699;2;Law or finance;Match;8;7;6;5;5;5;7;8;2
1773;Male;22;66699;2;Law or finance;Match;9;8;4;5;3;2;7;7;2
1774;Male;22;66699;2;Law or finance;Not Match;7;5;6;6;8;7;8;8;2
1775;Male;22;66699;2;Law or finance;Match;2;7;9;6;7;7;7;7;2
1776;Male;22;66699;2;Law or finance;Match;6;7;7;6;7;7;7;7;2
1777;Male;21;45360;1;Pediatrics;Match;9;8;9;9;8;7;8;8;2
1778;Male;21;45360;1;Pediatrics;Match;8;8;7;7;7;6;7;5;1
1779;Male;21;45360;1;Pediatrics;Not Match;5;8;8;6;7;5;5;7;1
1780;Male;21;45360;1;Pediatrics;Match;10;10;9;10;9;10;10;10;1
1781;Male;21;45360;1;Pediatrics;Match;10;10;10;10;10;10;10;9;1
1782;Male;21;45360;1;Pediatrics;Match;10;5;6;10;10;10;10;9;1
1783;Male;21;45360;1;Pediatrics;Match;8;8;6;6;6;7;7;8;2
1784;Male;21;45360;1;Pediatrics;Match;9;8;7;8;7;7;7;7;2
1785;Male;21;45360;1;Pediatrics;Not Match;4;6;6;5;4;2;3;5;2
1786;Male;21;45360;1;Pediatrics;Not Match;7;7;6;6;5;5;5;4;2
1787;Male;22;55080;4;medicine;Match;7;8;7;6;6;6;6;7;2
1788;Male;22;55080;4;medicine;Match;6;8;9;9;8;6;7;8;2
1789;Male;22;55080;4;medicine;Not Match;6;7;7;6;7;7;6;6;2
1790;Male;22;55080;4;medicine;Not Match;5;7;6;6;6;5;5;5;2
1791;Male;22;55080;4;medicine;Not Match;7;6;8;9;7;7;7;3;1
1792;Male;22;55080;4;medicine;Not Match;7;7;7;7;7;8;7;3;2
1793;Male;22;55080;4;medicine;Match;6;9;8;9;7;7;7;7;2
1794;Male;22;55080;4;medicine;Match;7;7;7;7;6;8;7;7;2
1795;Male;22;55080;4;medicine;Not Match;4;8;7;6;6;5;5;7;2
1796;Male;22;55080;4;medicine;Not Match;7;7;6;8;8;6;7;5;1
1797;Male;22;NA;6;Porn Star;Match;10;7;9;10;8;10;10;10;1
1798;Male;22;NA;6;Porn Star;Not Match;5;5;5;5;5;5;5;8;2
1799;Male;22;NA;6;Porn Star;Not Match;5;7;7;2;5;2;3;NA;2
1800;Male;22;NA;6;Porn Star;Match;7;3;7;10;7;8;7;10;1
1801;Male;22;NA;6;Porn Star;Match;7;7;7;7;5;5;7;8;2
1802;Male;22;NA;6;Porn Star;Match;7;7;8;8;10;6;7;10;2
1803;Male;22;NA;6;Porn Star;Match;9;8;8;6;7;3;8;7;2
1804;Male;22;NA;6;Porn Star;Match;8;5;7;8;5;6;7;10;2
1805;Male;22;NA;6;Porn Star;Not Match;5;8;7;0;5;0;4;7;2
1806;Male;22;NA;6;Porn Star;Not Match;7;7;6;5;5;5;6;5;2
1807;Male;21;NA;1;Mechanical Engineering;Match;10;9;8;9;9;7;9;8;2
1808;Male;21;NA;1;Mechanical Engineering;Match;7;9;9;8;8;8;7;8;2
1809;Male;21;NA;1;Mechanical Engineering;Match;7;9;9;8;8;7;7;8;2
1810;Male;21;NA;1;Mechanical Engineering;Match;9;7;6;10;8;7;8;9;2
1811;Male;21;NA;1;Mechanical Engineering;Match;7;7;7;7;8;6;6;7;2
1812;Male;21;NA;1;Mechanical Engineering;Match;8;8;9;9;7;7;8;8;2
1813;Male;21;NA;1;Mechanical Engineering;Match;9;8;9;7;8;8;8;7;2
1814;Male;21;NA;1;Mechanical Engineering;Match;8;8;10;10;8;7;8;8;2
1815;Male;21;NA;1;Mechanical Engineering;Not Match;6;9;7;7;8;7;5;8;2
1816;Male;21;NA;1;Mechanical Engineering;Match;8;9;9;8;8;8;8;7;2
1817;Male;NA;NA;3;entrepeneur;Match;9;8;9;10;8;8;8;8;2
1818;Male;NA;NA;3;entrepeneur;Not Match;7;8;8;7;7;7;7;7;2
1819;Male;NA;NA;3;entrepeneur;Not Match;6;9;8;7;NA;NA;7;7;2
1820;Male;NA;NA;3;entrepeneur;Match;8;8;8;7;6;10;7;7;2
1821;Male;NA;NA;3;entrepeneur;Match;7;NA;8;8;8;8;7;8;2
1822;Male;NA;NA;3;entrepeneur;Match;8;9;10;9;5;9;8;8;2
1823;Male;NA;NA;3;entrepeneur;Match;10;10;10;10;9;NA;10;8;2
1824;Male;NA;NA;3;entrepeneur;Match;9;8;8;10;9;8;8;8;2
1825;Male;NA;NA;3;entrepeneur;Match;7;8;10;6;5;6;7;7;2
1826;Male;NA;NA;3;entrepeneur;Match;7;8;9;10;7;NA;7;7;2
1827;Male;20;NA;1;don't know;Not Match;5;5;5;2;1;2;5;2;2
1828;Male;20;NA;1;don't know;Not Match;3;3;5;6;1;1;5;2;2
