ID_participante;Gender;Age;Income;Goal;Career;Decision;Attractiveness;Sincerity;Intelligence;Fun;Ambition;Shared Interests;Like;Probability of interest;Met Before
996;1;25;NA;5;Ph.D. Electrical Engineering;0;7;8;7;7;3;5;6;3;2
997;1;25;NA;5;Ph.D. Electrical Engineering;1;8;7;7;9;6;8;8;7;2
998;1;25;NA;5;Ph.D. Electrical Engineering;0;7;9;8;9;5;6;6;3;2
999;1;24;40753;6;attorney;1;8;6;6;7;7;5;6;5;2
1000;1;24;40753;6;attorney;1;6;8;7;6;5;5;6;5;2
1001;1;24;40753;6;attorney;1;7;6;6;6;8;5;6;5;2
1002;1;24;40753;6;attorney;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
1003;1;24;40753;6;attorney;1;5;6;7;6;5;5;5;5;2
1004;1;24;40753;6;attorney;1;6;7;8;6;5;7;6;6;2
1005;1;24;40753;6;attorney;1;6;5;6;4;5;5;6;5;2
1006;1;24;40753;6;attorney;0;5;6;6;7;6;5;5;5;2
1007;1;24;40753;6;attorney;1;6;6;7;5;6;5;6;7;2
1008;1;24;40753;6;attorney;1;6;7;6;8;6;5;6;7;2
1009;0;34;38207;2;teacher;1;5;5;5;10;8;NA;5;5;2
1010;0;34;38207;2;teacher;0;4;5;5;4;6;NA;2;2;2
1011;0;34;38207;2;teacher;0;2;10;4;4;4;NA;2;2;2
1012;0;34;38207;2;teacher;1;10;8;10;8;NA;NA;10;7;2
1013;0;34;38207;2;teacher;0;2;10;5;2;NA;NA;2;2;2
1014;0;34;38207;2;teacher;1;6;8;8;6;8;NA;2;2;2
1015;0;34;38207;2;teacher;0;1;10;NA;NA;NA;NA;1;1;2
1016;0;34;38207;2;teacher;0;1;10;5;NA;NA;NA;2;2;NA
1017;0;34;38207;2;teacher;0;1;NA;8;1;NA;3;2;2;2
1018;0;34;38207;2;teacher;0;6;NA;5;NA;10;NA;2;2;2
1019;0;34;38207;2;teacher;0;2;3;5;5;NA;NA;2;2;2
1020;0;34;38207;2;teacher;1;5;7;8;8;NA;NA;5;5;2
1021;0;34;38207;2;teacher;1;4;8;8;6;6;NA;5;5;2
1022;0;34;38207;2;teacher;1;8;6;7;10;NA;8;10;5;2
1023;0;34;38207;2;teacher;1;5;5;5;5;8;8;5;5;2
1024;0;34;38207;2;teacher;1;5;5;6;10;7;NA;5;5;2
1025;0;34;38207;2;teacher;1;5;5;6;7;6;NA;5;5;2
1026;0;34;38207;2;teacher;1;2;8;8;NA;NA;NA;5;5;2
1027;0;22;46166;1;Social Worker;1;4;7;8;10;7;7;8;4;2
1028;0;22;46166;1;Social Worker;0;4;6;6;6;5;7;4;6;2
1029;0;22;46166;1;Social Worker;0;4;6;7;4;6;2;4;1;2
1030;0;22;46166;1;Social Worker;1;6;5;6;7;6;7;6;4;2
1031;0;22;46166;1;Social Worker;1;8;9;9;6;7;5;8;5;2
1032;0;22;46166;1;Social Worker;1;10;7;8;7;9;9;10;5;2
1033;0;22;46166;1;Social Worker;0;4;6;6;4;NA;NA;4;7;2
1034;0;22;46166;1;Social Worker;0;3;5;6;3;NA;2;3;6;2
1035;0;22;46166;1;Social Worker;1;6;7;6;7;4;6;7;6;2
1036;0;22;46166;1;Social Worker;1;9;7;7;10;8;7;8;5;2
1037;0;22;46166;1;Social Worker;0;6;6;5;5;5;6;4;3;2
1038;0;22;46166;1;Social Worker;1;7;7;8;10;9;8;9;5;2
1039;0;22;46166;1;Social Worker;0;5;6;7;5;6;4;4;5;2
1040;0;22;46166;1;Social Worker;1;9;9;9;10;9;10;10;7;2
1041;0;22;46166;1;Social Worker;1;9;7;7;9;6;5;8;6;2
1042;0;22;46166;1;Social Worker;0;6;7;7;6;7;7;7;4;2
1043;0;22;46166;1;Social Worker;1;8;9;8;9;9;8;8;4;2
1044;0;22;46166;1;Social Worker;0;4;6;7;4;5;2;3;2;2
1045;0;23;30973;2;Counseling Adolescents;0;4;2;9;2;10;2;5;1;2
1046;0;23;30973;2;Counseling Adolescents;0;2;4;9;4;9;6;5;1;2
1047;0;23;30973;2;Counseling Adolescents;0;2;5;9;2;9;2;7;2;2
1048;0;23;30973;2;Counseling Adolescents;0;9;5;9;NA;NA;2;4;1;2
1049;0;23;30973;2;Counseling Adolescents;0;7;9;9;2;9;2;7;2;2
1050;0;23;30973;2;Counseling Adolescents;1;7;9;9;9;NA;9;8;2;2
1051;0;23;30973;2;Counseling Adolescents;0;2;9;9;4;NA;NA;5;1;2
1052;0;23;30973;2;Counseling Adolescents;0;2;9;9;2;9;2;5;2;2
1053;0;23;30973;2;Counseling Adolescents;0;3;8;8;NA;NA;8;8;2;2
1054;0;23;30973;2;Counseling Adolescents;1;5;9;9;NA;NA;NA;7;2;2
1055;0;23;30973;2;Counseling Adolescents;0;9;5;9;9;9;5;7;1;2
1056;0;23;30973;2;Counseling Adolescents;1;7;9;9;7;9;7;7;1;2
1057;0;23;30973;2;Counseling Adolescents;1;5;9;9;NA;NA;NA;9;1;2
1058;0;23;30973;2;Counseling Adolescents;1;9;9;9;9;9;9;10;1;2
1059;0;23;30973;2;Counseling Adolescents;0;7;4;7;2;2;2;5;1;2
1060;0;23;30973;2;Counseling Adolescents;1;7;10;10;6;10;6;9;3;2
1061;0;23;30973;2;Counseling Adolescents;0;2;2;5;2;NA;8;2;1;2
1062;0;23;30973;2;Counseling Adolescents;0;5;5;9;NA;9;NA;8;2;2
1063;0;26;NA;2;Operations Research;0;5;6;7;6;9;5;5;5;2
1064;0;26;NA;2;Operations Research;0;5;6;6;5;5;4;5;5;2
1065;0;26;NA;2;Operations Research;0;7;7;7;5;5;5;7;5;1
1066;0;26;NA;2;Operations Research;1;7;7;7;7;7;7;7;5;2
1067;0;26;NA;2;Operations Research;0;2;2;2;2;2;2;2;2;2
1068;0;26;NA;2;Operations Research;0;7;7;7;7;7;7;7;5;2
1069;0;26;NA;2;Operations Research;0;4;6;6;6;6;4;5;5;2
1070;0;26;NA;2;Operations Research;0;4;6;6;5;5;5;5;5;2
1071;0;26;NA;2;Operations Research;0;2;2;2;2;2;2;2;2;2
1072;0;26;NA;2;Operations Research;0;5;5;5;5;5;5;5;5;2
1073;0;26;NA;2;Operations Research;1;NA;6;7;8;6;7;7;6;5
1074;0;26;NA;2;Operations Research;1;6;6;6;6;6;6;6;5;2
1075;0;26;NA;2;Operations Research;0;5;5;5;5;5;5;5;5;2
1076;0;26;NA;2;Operations Research;1;5;7;7;7;5;6;6;5;2
1077;0;26;NA;2;Operations Research;1;6;6;6;6;6;6;7;5;1
1078;0;26;NA;2;Operations Research;0;5;5;5;5;5;5;5;5;2
1079;0;26;NA;2;Operations Research;0;4;4;4;4;4;4;4;4;2
1080;0;26;NA;2;Operations Research;0;6;6;6;6;6;6;7;5;2
1081;0;27;NA;1;industrial scientist;0;1;NA;8;7;NA;7;5;5;2
1082;0;27;NA;1;industrial scientist;0;7;9;9;8;9;8;8;8;2
1083;0;27;NA;1;industrial scientist;0;6;7;8;7;8;7;7;8;2
1084;0;27;NA;1;industrial scientist;1;8;8;8;8;NA;8;8;7;2
1085;0;27;NA;1;industrial scientist;0;6;7;7;6;6;5;6;6;NA
1086;0;27;NA;1;industrial scientist;1;8;8;8;8;7;7;7;2;2
1087;0;27;NA;1;industrial scientist;0;6;8;8;7;8;7;7;7;2
1088;0;27;NA;1;industrial scientist;0;6;8;7;6;8;6;7;8;2
1089;0;27;NA;1;industrial scientist;1;8;8;8;8;8;9;9;8;1
1090;0;27;NA;1;industrial scientist;1;7;8;8;8;8;8;7;7;2
1091;0;27;NA;1;industrial scientist;1;8;8;8;6;8;7;7;7;1
1092;0;27;NA;1;industrial scientist;1;8;8;9;9;8;8;9;8;2
1093;0;27;NA;1;industrial scientist;0;7;9;8;8;8;NA;7;6;2
1094;0;27;NA;1;industrial scientist;0;6;9;8;8;9;8;7;9;2
1095;0;27;NA;1;industrial scientist;1;8;8;8;8;8;8;8;8;2
1096;0;27;NA;1;industrial scientist;1;8;8;8;8;8;8;8;8;2
1097;0;27;NA;1;industrial scientist;0;6;NA;8;8;8;8;8;7;2
1098;0;27;NA;1;industrial scientist;0;7;9;8;8;9;8;8;8;2
1099;0;28;28317;5;Journalism;0;2;10;10;8;10;6;8;8;2
1100;0;28;28317;5;Journalism;0;3;7;7;5;7;6;6;8;2
1101;0;28;28317;5;Journalism;0;2;6;8;4;7;4;5;6;2
1102;0;28;28317;5;Journalism;0;8;8;9;8;7;6;6;5;2
1103;0;28;28317;5;Journalism;0;7;6;6;4;6;3;5;2;2
1104;0;28;28317;5;Journalism;1;8;8;8;7;9;8;9;7;2
1105;0;28;28317;5;Journalism;0;3;8;8;6;7;5;7;8;2
1106;0;28;28317;5;Journalism;0;3;8;9;2;9;2;4;3;2
1107;0;28;28317;5;Journalism;0;2;8;10;1;7;1;2;5;2
1108;0;28;28317;5;Journalism;0;4;9;8;6;7;6;7;8;2
1109;0;28;28317;5;Journalism;1;6;8;8;8;4;7;8;8;2
1110;0;28;28317;5;Journalism;0;9;9;9;8;2;7;7;7;2
1111;0;28;28317;5;Journalism;0;4;9;8;9;8;3;7;2;2
1112;0;28;28317;5;Journalism;0;2;7;6;8;6;4;8;10;2
1113;0;28;28317;5;Journalism;1;7;7;7;8;7;7;8;9;2
1114;0;28;28317;5;Journalism;0;6;9;8;8;8;7;7;7;2
1115;0;28;28317;5;Journalism;0;6;6;7;6;7;6;6;2;2
1116;0;28;28317;5;Journalism;0;4;9;9;6;7;5;6;8;2
1117;0;25;26645;1;teaching and then...;1;7;7;10;10;9;8;8;8;2
1118;0;25;26645;1;teaching and then...;0;4;8;7;5;7;4;6;7;2
1119;0;25;26645;1;teaching and then...;0;5;10;8;8;9;7;8;8;2
1120;0;25;26645;1;teaching and then...;0;8;9;10;7;8;8;7;7;2
1121;0;25;26645;1;teaching and then...;0;7;10;7;7;8;6;9;7;2
1122;0;25;26645;1;teaching and then...;1;8;8;10;10;10;10;9;8;2
1123;0;25;26645;1;teaching and then...;1;5;10;10;9;10;8;9;8;2
1124;0;25;26645;1;teaching and then...;0;5;10;10;8;8;7;9;8;2
1125;0;25;26645;1;teaching and then...;0;4;10;9;6;8;6;7;8;2
1126;0;25;26645;1;teaching and then...;0;6;8;8;8;9;7;7;7;2
1127;0;25;26645;1;teaching and then...;0;8;9;9;7;8;7;8;7;2
1128;0;25;26645;1;teaching and then...;1;7;9;9;10;9;8;9;8;2
1129;0;25;26645;1;teaching and then...;0;5;10;9;8;9;7;8;8;2
1130;0;25;26645;1;teaching and then...;1;7;10;9;10;8;9;10;8;2
1131;0;25;26645;1;teaching and then...;1;7;10;10;10;8;10;8;8;2
1132;0;25;26645;1;teaching and then...;1;6;10;10;8;8;8;9;8;2
1133;0;25;26645;1;teaching and then...;0;7;8;8;9;8;6;8;7;2
1134;0;25;26645;1;teaching and then...;0;6;10;9;8;8;7;8;8;2
1135;0;35;NA;2;Economic research;0;4;6;7;6;9;8;5;3;2
1136;0;35;NA;2;Economic research;0;5;6;8;7;8;8;6;4;2
1137;0;35;NA;2;Economic research;0;4;8;8;5;7;6;5;2;2
1138;0;35;NA;2;Economic research;0;8;6;7;7;7;6;5;4;2
1139;0;35;NA;2;Economic research;0;5;6;7;4;5;4;5;2;2
1140;0;35;NA;2;Economic research;1;8;7;8;8;8;7;7;4;2
1141;0;35;NA;2;Economic research;0;4;8;7;4;5;3;4;2;2
1142;0;35;NA;2;Economic research;0;5;8;8;7;8;6;7;3;2
1143;0;35;NA;2;Economic research;0;5;7;8;6;7;4;6;3;2
1144;0;35;NA;2;Economic research;0;7;8;8;8;8;8;7;4;2
1145;0;35;NA;2;Economic research;0;7;8;8;6;6;6;3;3;2
1146;0;35;NA;2;Economic research;0;5;10;8;8;8;8;4;3;2
1147;0;35;NA;2;Economic research;0;5;8;8;8;8;8;4;3;2
1148;0;35;NA;2;Economic research;1;8;8;8;7;5;8;4;3;2
1149;0;35;NA;2;Economic research;0;5;7;9;6;7;5;5;4;2
1150;0;35;NA;2;Economic research;0;4;8;8;9;6;8;6;3;2
1151;0;35;NA;2;Economic research;0;4;7;8;4;8;6;4;2;2
1152;0;35;NA;2;Economic research;0;4;8;6;8;7;8;4;3;2
1153;0;32;NA;2;pharmaceuticals;0;1;5;0;10;0;3;0;3;2
1154;0;32;NA;2;pharmaceuticals;0;5;8;7;5;5;4;6;6;2
1155;0;32;NA;2;pharmaceuticals;0;5;8;8;6;6;5;6;4;2
1156;0;32;NA;2;pharmaceuticals;0;4;6;7;4;7;3;4;3;2
1157;0;32;NA;2;pharmaceuticals;0;5;8;5;2;2;2;4;6;2
1158;0;32;NA;2;pharmaceuticals;1;7;5;6;7;5;7;7;5;2
1159;0;32;NA;2;pharmaceuticals;0;2;5;7;4;7;5;3;4;2
1160;0;32;NA;2;pharmaceuticals;0;3;7;7;2;2;5;4;5;2
1161;0;32;NA;2;pharmaceuticals;0;4;5;6;3;7;3;4;3;2
1162;0;32;NA;2;pharmaceuticals;0;5;5;5;5;5;5;4;6;2
1163;0;32;NA;2;pharmaceuticals;0;6;2;5;5;5;2;4;0;2
1164;0;32;NA;2;pharmaceuticals;1;5;5;7;8;7;5;7;5;2
1165;0;32;NA;2;pharmaceuticals;0;4;6;8;6;5;5;5;4;2
1166;0;32;NA;2;pharmaceuticals;0;4;8;8;5;7;6;7;7;2
1167;0;32;NA;2;pharmaceuticals;1;4;0;8;7;7;6;7;7;2
1168;0;32;NA;2;pharmaceuticals;0;5;5;9;6;5;5;6;0;2
1169;0;32;NA;2;pharmaceuticals;0;4;4;5;4;9;4;1;0;2
1170;0;32;NA;2;pharmaceuticals;0;3;5;5;4;5;4;4;4;2
1171;0;30;25589;2;Social Services/ Policy;0;4;1;4;1;10;1;1;3;2
1172;0;30;25589;2;Social Services/ Policy;0;5;6;7;5;6;2;4;5;2
1173;0;30;25589;2;Social Services/ Policy;0;5;5;6;6;6;2;3;3;2
1174;0;30;25589;2;Social Services/ Policy;1;7;8;7;7;5;4;7;7;2
1175;0;30;25589;2;Social Services/ Policy;0;8;8;8;1;1;1;3;4;2
1176;0;30;25589;2;Social Services/ Policy;1;8;7;7;6;6;5;7;6;2
1177;0;30;25589;2;Social Services/ Policy;0;5;8;8;5;8;3;7;6;2
1178;0;30;25589;2;Social Services/ Policy;0;4;7;9;4;8;3;3;4;2
1179;0;30;25589;2;Social Services/ Policy;0;5;8;8;6;5;3;5;5;2
1180;0;30;25589;2;Social Services/ Policy;0;8;7;7;6;6;3;6;6;2
1181;0;30;25589;2;Social Services/ Policy;1;7;7;8;7;9;5;7;5;2
1182;0;30;25589;2;Social Services/ Policy;0;8;8;8;6;6;2;6;4;2
1183;0;30;25589;2;Social Services/ Policy;0;6;8;7;6;8;2;6;5;2
1184;0;30;25589;2;Social Services/ Policy;1;7;6;6;5;6;5;6;6;2
1185;0;30;25589;2;Social Services/ Policy;0;6;6;6;4;6;1;5;5;2
1186;0;30;25589;2;Social Services/ Policy;0;6;8;7;5;6;2;6;6;2
1187;0;30;25589;2;Social Services/ Policy;0;5;5;5;7;5;3;5;5;2
1188;0;30;25589;2;Social Services/ Policy;0;6;4;6;2;6;1;3;6;2
1189;0;22;55223;2;Professor of Media Studies;0;5;7;8;9;5;NA;7;5;2
1190;0;22;55223;2;Professor of Media Studies;0;6;8;6;7;7;6;6;6;2
1191;0;22;55223;2;Professor of Media Studies;0;6;7;7;4;NA;NA;5;5;2
1192;0;22;55223;2;Professor of Media Studies;1;7;7;7;7;7;6;7;5;2
1193;0;22;55223;2;Professor of Media Studies;0;7;8;7;5;5;5;6;5;2
1194;0;22;55223;2;Professor of Media Studies;1;7;6;6;5;5;5;6;5;2
1195;0;22;55223;2;Professor of Media Studies;1;7;6;6;5;5;5;6;5;2
1196;0;22;55223;2;Professor of Media Studies;0;6;7;7;5;7;4;6;6;2
1197;0;22;55223;2;Professor of Media Studies;0;5;8;6;5;5;4;6;4;2
1198;0;22;55223;2;Professor of Media Studies;0;7;6;6;5;5;3;5;4;2
1199;0;22;55223;2;Professor of Media Studies;1;9;8;7;8;5;7;8;5;2
1200;0;22;55223;2;Professor of Media Studies;1;7;8;8;8;8;6;7;6;2
1201;0;22;55223;2;Professor of Media Studies;1;5;7;7;7;7;6;7;7;2
1202;0;22;55223;2;Professor of Media Studies;1;10;7;7;6;6;8;5;2;2
1203;0;22;55223;2;Professor of Media Studies;1;10;8;6;7;10;5;9;4;2
1204;0;22;55223;2;Professor of Media Studies;1;6;7;7;7;5;7;7;5;2
1205;0;22;55223;2;Professor of Media Studies;1;8;7;7;7;7;8;8;6;2
1206;0;22;55223;2;Professor of Media Studies;0;4;5;5;5;5;NA;5;5;2
1207;0;23;NA;1;Social Worker;0;2;3;2;1;1;1;1;4;2
1208;0;23;NA;1;Social Worker;0;2;2;2;2;2;1;1;5;2
1209;0;23;NA;1;Social Worker;0;3;6;6;5;7;4;1;7;2
1210;0;23;NA;1;Social Worker;0;3;4;6;6;7;3;3;6;2
1211;0;23;NA;1;Social Worker;0;2;8;8;5;9;7;7;4;2
1212;0;23;NA;1;Social Worker;1;8;8;7;7;8;7;6;8;2
1213;0;23;NA;1;Social Worker;0;3;10;9;5;9;5;4;9;2
1214;0;23;NA;1;Social Worker;0;1;3;4;2;4;1;1;7;2
1215;0;23;NA;1;Social Worker;0;2;3;4;5;4;2;1;7;2
1216;0;23;NA;1;Social Worker;0;3;5;6;4;7;1;2;6;2
1217;0;23;NA;1;Social Worker;0;2;3;4;5;5;2;2;5;2
1218;0;23;NA;1;Social Worker;0;1;6;7;7;9;4;2;5;2
1219;0;23;NA;1;Social Worker;0;2;4;5;4;7;3;1;6;2
1220;0;23;NA;1;Social Worker;1;8;10;8;9;8;8;8;8;2
1221;0;23;NA;1;Social Worker;0;7;9;7;6;7;5;5;9;2
1222;0;23;NA;1;Social Worker;0;2;4;7;8;8;4;4;5;2
1223;0;23;NA;1;Social Worker;0;4;3;6;7;5;2;5;7;2
1224;0;23;NA;1;Social Worker;0;2;4;7;7;7;3;2;7;2
1225;0;23;109031;1;Clinical Social Worker;0;1;2;10;1;10;4;2;2;2
1226;0;23;109031;1;Clinical Social Worker;0;2;10;10;2;10;5;4;8;2
1227;0;23;109031;1;Clinical Social Worker;0;3;7;9;2;10;3;3;5;2
1228;0;23;109031;1;Clinical Social Worker;0;6;7;10;7;10;7;6;5;2
1229;0;23;109031;1;Clinical Social Worker;0;3;10;10;3;10;10;6;8;2
1230;0;23;109031;1;Clinical Social Worker;1;8;10;10;8;10;8;10;8;2
1231;0;23;109031;1;Clinical Social Worker;0;4;10;10;6;10;9;7;8;2
1232;0;23;109031;1;Clinical Social Worker;0;3;10;10;3;10;2;3;4;2
1233;0;23;109031;1;Clinical Social Worker;0;2;10;10;1;10;1;2;4;2
1234;0;23;109031;1;Clinical Social Worker;0;6;7;7;6;10;3;4;7;2
1235;0;23;109031;1;Clinical Social Worker;0;6;9;10;5;8;3;6;7;2
1236;0;23;109031;1;Clinical Social Worker;0;6;9;10;10;10;8;8;6;2
1237;0;23;109031;1;Clinical Social Worker;0;2;10;10;2;2;3;7;2;2
1238;0;23;109031;1;Clinical Social Worker;0;3;10;10;10;10;6;7;8;2
1239;0;23;109031;1;Clinical Social Worker;0;8;10;10;5;10;8;7;8;2
1240;0;23;109031;1;Clinical Social Worker;0;5;10;10;10;10;10;9;9;2
1241;0;23;109031;1;Clinical Social Worker;0;4;10;10;10;10;8;7;8;2
1242;0;23;109031;1;Clinical Social Worker;0;2;10;10;10;10;7;9;7;2
1243;0;27;NA;1;Academic;0;6;9;8;5;7;6;6;5;2
1244;0;27;NA;1;Academic;0;6;9;8;7;7;6;6;5;2
1245;0;27;NA;1;Academic;0;6;10;9;7;8;6;8;5;2
1246;0;27;NA;1;Academic;0;7;9;9;8;9;5;2;5;2
1247;0;27;NA;1;Academic;0;6;9;7;6;7;5;5;5;2
1248;0;27;NA;1;Academic;1;9;9;9;9;9;9;9;10;2
1249;0;27;NA;1;Academic;1;8;9;10;10;9;9;10;10;2
1250;0;27;NA;1;Academic;0;5;9;8;6;6;6;5;5;2
1251;0;27;NA;1;Academic;0;6;10;9;6;7;5;5;5;2
1252;0;27;NA;1;Academic;0;8;9;8;7;8;5;8;5;2
1253;0;27;NA;1;Academic;1;9;9;9;8;8;7;9;5;2
1254;0;27;NA;1;Academic;0;6;9;9;7;7;5;5;5;2
1255;0;27;NA;1;Academic;0;8;10;10;9;10;5;9;5;2
1256;0;27;NA;1;Academic;0;9;9;10;10;7;6;8;5;2
1257;0;27;NA;1;Academic;0;9;9;8;10;8;7;8;5;2
1258;0;27;NA;1;Academic;0;8;10;10;8;8;6;8;5;2
1259;0;27;NA;1;Academic;0;7;10;10;10;7;6;8;5;2
1260;0;27;NA;1;Academic;0;7;10;10;9;9;6;8;5;2
1261;0;23;NA;2;I don't know;0;0;5;5;0;9;0;2;0;2
1262;0;23;NA;2;I don't know;1;8;8;7;8;6;4;8;3;2
1263;0;23;NA;2;I don't know;0;5;5;6;5;6;7;6;0;2
1264;0;23;NA;2;I don't know;1;7;6;8;7;7;5;7;3;2
1265;0;23;NA;2;I don't know;0;6;6;6;5;4;3;5;0;2
1266;0;23;NA;2;I don't know;1;7;8;7;6;5;4;7;4;2
1267;0;23;NA;2;I don't know;1;5;8;8;6;7;4;6;1;2
1268;0;23;NA;2;I don't know;0;4;8;8;4;5;4;4;1;2
1269;0;23;NA;2;I don't know;0;5;7;6;5;6;5;5;4;2
1270;0;23;NA;2;I don't know;0;4;8;5;6;4;4;4;0;2
1271;0;23;NA;2;I don't know;1;10;10;10;10;10;7;8;0;1
1272;0;23;NA;2;I don't know;0;5;7;6;7;7;6;5;4;2
1273;0;23;NA;2;I don't know;1;6;7;7;8;7;5;6;3;2
1274;0;23;NA;2;I don't know;1;6;7;8;7;8;6;6;0;2
1275;0;23;NA;2;I don't know;1;7;7;6;6;4;5;7;2;2
1276;0;23;NA;2;I don't know;1;6;7;7;5;6;7;7;2;2
1277;0;23;NA;2;I don't know;0;6;6;6;7;8;7;5;0;2
1278;0;23;NA;2;I don't know;0;6;9;7;6;6;8;5;4;2
1279;0;25;40409;1;Lawyer;0;5;7;7;7;8;NA;5;3;2
1280;0;25;40409;1;Lawyer;0;5;6;6;6;7;NA;4;5;2
1281;0;25;40409;1;Lawyer;0;4;6;6;6;6;5;5;2;2
1282;0;25;40409;1;Lawyer;1;6;7;8;6;7;NA;6;2;2
1283;0;25;40409;1;Lawyer;0;6;9;8;5;8;3;6;2;2
1284;0;25;40409;1;Lawyer;1;8;7;8;8;8;NA;8;6;1
1285;0;25;40409;1;Lawyer;0;6;7;8;7;7;NA;6;2;2
1286;0;25;40409;1;Lawyer;0;4;7;8;5;7;4;4;2;2
1287;0;25;40409;1;Lawyer;0;4;6;7;6;5;3;5;2;2
1288;0;25;40409;1;Lawyer;1;7;7;8;7;7;NA;7;3;2
1289;0;25;40409;1;Lawyer;1;7;7;7;7;7;NA;7;2;2
1290;0;25;40409;1;Lawyer;1;7;10;10;10;10;10;NA;8;2
1291;0;25;40409;1;Lawyer;1;5;7;8;7;7;NA;8;5;2
1292;0;25;40409;1;Lawyer;1;8;7;8;8;NA;NA;8;5;2
1293;0;25;40409;1;Lawyer;0;9;7;8;7;6;7;3;2;2
1294;0;25;40409;1;Lawyer;1;6;7;8;8;8;NA;7;3;2
1295;0;25;40409;1;Lawyer;1;6;7;8;8;8;NA;7;3;2
1296;0;25;40409;1;Lawyer;0;5;8;8;7;7;NA;7;2;2
1297;0;29;21597;5;Microfinancing Program Manager;0;4;3;9;3;8;5;3;3;2
1298;0;29;21597;5;Microfinancing Program Manager;0;4;8;9;4;8;3;4;5;2
1299;0;29;21597;5;Microfinancing Program Manager;0;3;9;10;6;9;5;6;7;2
1300;0;29;21597;5;Microfinancing Program Manager;1;10;10;10;8;9;10;9;8;2
1301;0;29;21597;5;Microfinancing Program Manager;1;8;7;8;3;8;6;7;7;2
1302;0;29;21597;5;Microfinancing Program Manager;1;10;10;9;10;9;9;9;9;2
1303;0;29;21597;5;Microfinancing Program Manager;0;6;8;9;4;9;5;6;6;2
1304;0;29;21597;5;Microfinancing Program Manager;0;6;9;10;8;9;8;7;9;2
1305;0;29;21597;5;Microfinancing Program Manager;0;4;8;9;7;8;6;7;5;2
1306;0;29;21597;5;Microfinancing Program Manager;0;8;7;8;5;8;5;5;3;2
1307;0;29;21597;5;Microfinancing Program Manager;0;8;8;8;7;8;7;6;5;2
1308;0;29;21597;5;Microfinancing Program Manager;1;7;8;9;9;8;8;7;6;2
1309;0;29;21597;5;Microfinancing Program Manager;0;7;8;8;8;8;7;7;6;2
1310;0;29;21597;5;Microfinancing Program Manager;1;8;9;9;10;9;9;8;8;2
1311;0;29;21597;5;Microfinancing Program Manager;1;8;9;10;9;8;9;8;9;2
1312;0;29;21597;5;Microfinancing Program Manager;1;7;9;9;7;9;7;7;8;2
1313;0;29;21597;5;Microfinancing Program Manager;1;6;9;9;8;8;5;7;8;2
1314;0;29;21597;5;Microfinancing Program Manager;0;6;7;8;7;8;5;6;5;2
1315;0;29;NA;1;Education Administration;0;6;6;7;7;8;6;7;5;2
1316;0;29;NA;1;Education Administration;1;7;8;7;7;7;7;8;6;2
1317;0;29;NA;1;Education Administration;0;7;7;7;6;6;6;6;4;2
1318;0;29;NA;1;Education Administration;1;8;7;8;8;NA;NA;8;6;2
1319;0;29;NA;1;Education Administration;0;6;6;6;6;6;5;6;4;2
1320;0;29;NA;1;Education Administration;1;7;6;7;7;7;6;7;NA;2
1321;0;29;NA;1;Education Administration;1;7;7;7;7;7;7;7.5;6;2
1322;0;29;NA;1;Education Administration;0;7;6;7;6;7;6;6.5;6;2
1323;0;29;NA;1;Education Administration;0;6;7;7;6;7;6;6.5;6;2
1324;0;29;NA;1;Education Administration;1;7;7;7;7;7;7;7;6;2
1325;0;29;NA;1;Education Administration;1;8;8;7;8;8;8;8;6;2
1326;0;29;NA;1;Education Administration;0;7;7;7;7;7;6;7;6;2
1327;0;29;NA;1;Education Administration;0;7;7;7;7;7;7;7;6;2
1328;0;29;NA;1;Education Administration;0;7;7;7;7;7;6;7;6;2
1329;0;29;NA;1;Education Administration;0;7;7;7;7;7;6;7;4;2
1330;0;29;NA;1;Education Administration;0;7;7;7;6;7;6;7;6;2
1331;0;29;NA;1;Education Administration;0;7;7;7;6;6;6;7;6;2
1332;0;29;NA;1;Education Administration;1;7;7;7;7;7;7;7;7;2
1333;1;28;NA;2;Marketing;1;6;6;6;7;7;6;7;7;2
1334;1;28;NA;2;Marketing;1;8;8;7;7;7;5;7;7;2
1335;1;28;NA;2;Marketing;0;7;5;6;6;5;3;5;3;2
1336;1;28;NA;2;Marketing;0;7;7;8;8;6;9;8;6;2
1337;1;28;NA;2;Marketing;0;6;7;7;7;7;5;5;5;2
1338;1;28;NA;2;Marketing;1;9;8;8;8;8;6;8;6;2
1339;1;28;NA;2;Marketing;1;9;9;8;8;6;6;8;7;2
1340;1;28;NA;2;Marketing;1;7;7;7;7;7;5;6;5;2
1341;1;28;NA;2;Marketing;0;6;7;6;6;6;5;5;5;2
1342;1;28;NA;2;Marketing;0;7;7;7;7;7;5;5;5;2
1343;1;28;NA;2;Marketing;1;6;8;8;8;6;6;6;7;2
1344;1;28;NA;2;Marketing;0;7;7;7;7;7;5;6;7;2
1345;1;28;NA;2;Marketing;0;7;6;6;6;6;5;5;5;2
1346;1;28;NA;2;Marketing;0;5;5;5;5;5;5;5;5;1
1347;1;28;NA;2;Marketing;0;5;6;9;3;3;3;3;3;2
1348;1;28;NA;2;Marketing;1;9;8;8;8;8;5;7;5;2
1349;1;28;NA;2;Marketing;0;9;8;8;6;7;7;6;5;2
